mbid,artist_mb,artist_lastfm,country_mb,country_lastfm,tags_mb,tags_lastfm,listeners_lastfm,scrobbles_lastfm,ambiguous_artist,
a4dd0e77-83b8-4e92-89b7-effb0e47fd8c,LL Cool J,LL Cool J,United States,United States,hip hop; pop rap; rock and indie; boom bap; east coast hip hop; hardcore hip hop,Hip-Hop; rap; hip hop; 80s; rnb; old school; LL Cool J; east coast rap; 90s; East Coast; new york; hiphop; old school rap; seen live; american; pop; golden age; east coast hip-hop; soul; old school hip-hop; USA; Gangsta Rap; Officially Shit; male vocalists; queens; 00s; pop rap; def jam; Old School Hip Hop; oldschool rap; golden age hip hop; r&b; r and b; cool,746795,5879989,FALSE,0
56ef1af4-5184-49f8-a972-583f35c2485c,Amerie,Amerie,United States,United States,soul; pop and chart; clean up,rnb; female vocalists; pop; soul; Hip-Hop; amerie; hip hop; r&b; r and b; american; urban; female; sexy; dance; r'n'b; female vocalist; funk; Neo-Soul; 00s; rap; rhythm and blues; contemporary rnb; singer-songwriter; hiphop; USA; rock; underrated; alternative; sweet; Most Underrated Artists; seen live; hot; Neo Soul; contemporary r&b; female solo,745741,6037833,FALSE,0
2ad66473-ccb3-41d2-8756-b56680cdfe62,Blake Shelton,Blake Shelton,United States,United States,american; country; country pop; contemporary country; bro-country,country; modern country; Blake Shelton; male country; My Country; male vocalists; seen live; country pop; new country; contemporary country; pop; Alt-country; oklahoma; rock; singer-songwriter; USA; bluegrass; Hot Country; american; country rock; pop country; 00s; Traditional Country; new traditionalist country; male; Good country; Country Favorites; my stuff; solo country acts; country male,735983,9127868,FALSE,0
b2c2d4fe-8c1e-44ec-8be6-ff500e105a90,Don Henley,Don Henley,United States,United States,rock; folk; adult contemporary; pop rock; pop rock country rock; rock and indie,classic rock; rock; 80s; singer-songwriter; soft rock; pop; Don Henley; american; male vocalists; Eagles; 70s; 80's; adult contemporary; seen live; favorites; 90s; pop rock; the eagles; country rock; USA; male vocalist; Ballad; henley; classic; Progressive rock; dance; oldies; Southern Rock; singer songwriter; texas; Soundtrack; soul; female vocalists; loved artists,732928,5504972,FALSE,0
70ea63ea-70dc-4b63-951a-2c249d2b3b0a,Ricky Martin,Ricky Martin,United States,Puerto Rico; Spain; United States,pop; puerto rican; electropop; ballad; dance-pop; latin pop; latin; electro latino,latin; pop; latin pop; dance; spanish; male vocalists; Ricky Martin; 90s; Puerto Rican; sexy; puerto rico; seen live; latino; gay; 00s; guys I would fuck; Officially Shit; rock; Reggaeton; spanish pop; Romantica; guilty pleasure; male; rnb; musica latina; Pop Latino; balada; female vocalists; Love; Latin Dance; singer-songwriter; Ricky; pop rock; male vocalist; Ballad; salsa; english; electronic; alternative; samba; dance pop; hot; Espanol; latin american; Martin; king of latin pop; Hip-Hop; dance-pop; urban; party; World Music; Rock en Espanol; i am a party girl here is my soundtrack; teen pop; 90s pop; fuck me; Spanish Music; old school latin pop; international music; definitely gay; el vrother,732805,7726913,FALSE,0
a6a4c910-2b22-4a6f-aebe-805b176c47b8,Fat Joe,Fat Joe,United States,United States,hip hop; hip hop rnb and dance hall,rap; Hip-Hop; hip hop; east coast rap; Gangsta Rap; new york; East Coast; hiphop; seen live; fat joe; bronx; DITC; hardcore rap; american; terror squad; latin; Dirty South; east coast hip-hop; USA; NYC; rnb; gangsta; emo; Reggaeton; westcoast; bronx rapper; pop; soul; Latino Rap; hip-hop and rap; urban; underground hip-hop; old school; male vocalists; latino; Latin Rap; english; golden age; All; Rap and Hip-Hop; east coast hip hop; some gangsta shit of catastrophic proportion; Great rap; new york hip-hop; eastcoast; hip-hop-rap; hip hop rap; USA Rap; ny rapper,732752,4979717,FALSE,0
2f522f5c-111c-4ce8-8bd0-d82e97c227ad,Daddy Yankee,Daddy Yankee,United States,Puerto Rico; Spain,hip hop; latin; reggaeton; hip hop rnb and dance hall; latin urban,Reggaeton; latin; Hip-Hop; spanish; rap; Daddy Yankee; hip hop; dancehall; puerto rico; mierda; dance; Brutal Death Metal; black metal; Officially Shit; latino; shit; pop; Puerto Rican; metal; male vocalists; basura; reggae; rnb; bullshit; Espanol; justin bieber; daddy; seen live; 00s; Crap; rock; urban; hiphop,732678,9362932,FALSE,0
0aad6b52-fd93-4ea4-9c5d-1f66e1bc9f0a,John Mellencamp,John Mellencamp,United States,United States,rock; pop; american; folk rock; americana; pop rock; heartland rock; roots rock; aor,rock; classic rock; singer-songwriter; 80s; pop; john mellencamp; seen live; heartland rock; Southern Rock; american; americana; roots rock; folk rock; folk; country rock; male vocalists; 90s; hard rock; Indiana; country; 70s; pop rock; Pop-Rock; USA; blues; alternative; soft rock; mellencamp; favorites; 00s; male vocalist; rock n roll; 80's; metal; classic; guitar; oldies; Alt-country; blues rock; Rock and Roll; Favorite; rock & roll; american rock,731892,7299121,FALSE,0
29ed4a49-fb99-4a5c-8713-609cabe6f34a,Kaskade,Kaskade,United States,United States,electronic; house; american; deep house,House; electronic; deep house; chillout; dance; lounge; seen live; electronica; Kaskade; Progressive House; trance; vocal house; american; electro house; downtempo; female vocalists; dj; chill; electro; Progressive; club; Om Records; san francisco; funky house; trip-hop; alternative; ambient; techno; pop; Very good House; indie; groove; vocal trance; Soulful house; deephouse; Chill House; My promising artists,731865,12621440,FALSE,0
ad0ecd8b-805e-406e-82cb-5b00c3a3a29e,Kid Rock,Kid Rock,United States,United States,rock; rap; american; hip hop; singer; hard rock; country; country rock; southern rock; pop rock; rap metal; rapper; rap rock,rock; hard rock; alternative rock; rap; alternative; seen live; Southern Rock; rapcore; country; kid rock; american; rap rock; Hip-Hop; country rock; crossover; metal; Nu Metal; Rap-Rock; rap metal; hip hop; 90s; blues rock; male vocalists; detroit; pop; 00s; heavy metal; singer-songwriter; USA; punk rock; blues; classic rock; Michigan; rap-metal; alternative metal; Officially Shit; Scientologist; scientology; Nu-metal; summer; Crap; white trash; kid,726737,8802629,FALSE,0
9ffad8aa-b671-4a9a-a527-a95bdaaa0ec4,Darude,Darude,Finland,Finland,trance; electronic; house; finnish; composer; record producer; hard trance; disc jockey,trance; electronic; dance; techno; electronica; finnish; House; darude; seen live; progressive trance; eurodance; electro; Hard Trance; finland; rock; pop; club; vocal trance; chillout; alternative; ambient; 00s; uplifting trance; dj; instrumental; euro trance; alternative rock; 90s; psytrance; ddr; dream trance,719687,5792623,FALSE,0
2f951906-5629-4fef-a260-5033151c162a,Toby Keith,Toby Keith,United States,,rock; pop; country; country pop; contemporary country,country; toby keith; male country; contemporary country; pop,717668,8236315,FALSE,0
320d40d6-28dd-42d7-b05f-7e6e8d399a2e,Mat Kearney,Mat Kearney,United States,United States,rock; pop rock; pop rap; singer/songwriter,singer-songwriter; acoustic; indie; alternative; rock; seen live; pop; christian; male vocalists; american; Acoustic Rock; Mat Kearney; indie rock; alternative rock; pop rock; chill; Mellow; greys anatomy; folk; amazing; christian rock; Hip-Hop; songwriter; USA; favorites; contemporary christian; rap; Adult Alternative; indie pop; Favorite Artists; Coldplay; Grey's Anatomy; hip-hop influences; emo; Love; Awesome; spoken word; relaxing; piano rock; singer songwriter; 00s; alternative pop; Christian Rap; alternative pop-rock; matt kearney,714670,10720290,FALSE,0
f24df11a-7e35-4979-a4db-a3b2a170ce27,Jason Aldean,Jason Aldean,United States,Georgia; United States,country; country rock; country pop; contemporary country; bro-country,country; modern country; Jason Aldean; male country; male vocalists; country rock; seen live; georgia; contemporary country; cowboy country; american; kick ass; Love; new country; favorites; Favorite; KKK Country; racist country; Luke Bryan; popular country; similar to johnny rebel; male; queer; Crap; shit; kid rock; scat; racism; dirt; country music; farts; Creed; nazi; racist; rock out; Carrie Underwood; my nigga; limp bizkit; RBF; fart; Scott Stapp; My Country; fred durst; nigga; REAL NIGGA; Flatulence; sjw; farting; coprophagia; all about maggie; otherkin; realest nigga; byf; terf; scat fetish; Social Justice Warrior; lolcow; truscum; tygerofaera; fashmetal; lovely-luxray; locria courtright; locksthefox; locria nyla fox; shit fetish; before you follow; riley j dennis; riley dennis; justin dennis; everydayfeminism; everyday feminism,709081,9591231,FALSE,0
986ee464-cf8a-4e59-a71f-74756102067f,Ace Hood,Ace Hood,United States,United States,hip hop,rap; Hip-Hop; Dirty South; southern rap; florida; hip hop; ace hood; male vocalists; Lil Wayne; yung dynasty; seen live; Gangsta Rap; 00s; Southern Hip Hop; USA; american; trap; Rihanna; Nelly; southern; def jam; lil scrappy; southern hip-hop; T-Pain; mary j blige; dj khaled; trap rap; diddy; trina; Plies; 2 pistols; we the best; tyga; Dj Khalad; Chris Brown; male; singer-songwriter; urban; Crunk; Like; rakim; Kanye West; the game; miami; pop rap; gangsta; east coast rap; jay-z; Ludacris; ace; grandmaster flash; xzibit; Busta Rhymes; Eminem; rick ross; south side; All; Ciara; 50 Cent; Paul Wall; mike jones; crunkcore; Nas; lil flip; tupac; Fuck Off; krs-one; Will Smith; Cassidy; Akon; Missy Elliott; nicki minaj; Raekwon; G-Unit; spotify; swag; Snoop Dogg; mobb deep; young money; UGK; broward county; Fabolous; gansta rap; Ne-Yo; mc hammer; Lil Jon; Ice Cube; freeway; Jim Jones; david banner; chingy; dmx; Obie Trice; twista; Young Buck; ruthless; fat joe; havoc; Kurupt; Rap US,708959,4329817,FALSE,0
c7d35b71-961e-4713-b65d-35a98591204a,Asher Roth,Asher Roth,United States,United States,,Hip-Hop; rap; underground hip-hop; hip hop; seen live; whiteboyonthebeathowsurrealisthat; american; Asher Roth; alternative hip-hop; Pennsylvania; underground rap; underground; wack; brocore; hipster rap; pop; alternative; gay; alternative rap; Hipster-Hop; rap for people who don't like rap; soul; Philadelphia; Twee as Fuck; hiphop; radiohead; male vocalists; white boy; marijuana; white; untalented; Fuck Off; smoke music; just listen; Unafraid of getting shit on dicks; mentally retarded; Rap/Hip Hop; g-eazy; SEX WITH GUYS; reggae; laidback; rnb; East Coast; cool; rhythm and blues; Favorite; want to see live; drug music; bullshit; white rappers; smoking; garbage; Philly; Jazz Hop; east coast rap; favourite artists; tool; Midwest; god; atlanta; smoke; west chester; funeral doom; white rap; Dane Cook; poop; jizz; trainwreck; aint it funky; next big thing; Bro Music; emcee; lollapalooza 2009; Went to my high school; fucking love; Stoner Rap; shit-hop; Douche Bag; white boy hip hop; whitey can spit; i love college; e-walker; fratcore; douchebagcore; frat boy penis; if I do say so myself this Asher Roth is rather low as far as industry standards go in the field of hip hop and if I may also say so I feel that his lyrical content is rather uninteresting and childish; really real; dejabentendu; aaaaaaaaaaaaaaaaaaaaaaaaaaaaa; fuck to u; WiLD987,705380,7058647,FALSE,0
d3b2bec4-b70e-460e-b433-a865ceac2de8,Anastacia,Anastacia,United States,United States,pop; soul; dance-pop; pop rock; pop and chart; pop soul; contemporary r&b,pop; female vocalists; soul; rock; female; dance; anastacia; rnb; american; seen live; pop rock; singer-songwriter; 00s; female vocalist; USA; funk; sexy; diva; Sprock; Pop-Rock; 90s; classic rock; alternative; Female Voices; female vocals; rhythm and blues; 80s; soft rock; beautiful; english,702476,9022577,FALSE,0
dde3d9b1-0e44-48bc-b0c9-d739b3570000,Tech N9ne,Tech N9ne,United States,United States,hip hop; rapper,rap; Hip-Hop; Horrorcore; Gangsta Rap; hip hop; underground hip-hop; Strange Music; Tech N9ne; seen live; Midwest; underground rap; midwest rap; hardcore rap; juggalo; Kansas City; rapcore; underground hip hop; underground; speed rap; gangsta; hardcore; Missouri; wicked shit; hiphop; aggressive hip-hop; rock; american; Dirty South; metal; midwest hip-hop; hardcore hip-hop; alternative; USA; party music; Good Stuff; alternative rap; alternative hip hop; speed-rap; hardcore hip hop; Rap-Hip-Hop; True Hip Hop; tech; All; my music; Horrorcore Rap; Psycho Metal This Is Psycho,702017,16647601,FALSE,0
816d9b5d-eaf9-4a97-b5f7-6e82cd01aafe,Luther Vandross,Luther Vandross,United States,United States,pop; soul; christmas; new jack swing; classic pop and rock; pop soul; christmas music; smooth soul; death by heart attack; contemporary r&b; background vocalist,soul; rnb; male vocalists; rhythm and blues; pop; luther vandross; 80s; r&b; quiet storm; american; 90s; funk; smooth; jazz; male vocalist; r and b; love songs; adult contemporary; Smooth Jazz; easy listening; rap; romantic; luther; urban; Hip-Hop; Smooth Soul; motown; hip hop; rock; Love; Mellow; old school; male; 70s; singer-songwriter; USA; dance; christmas; 00s; slow jams; Old School soul; legend; RnB-soul; so amazing,700090,5382499,FALSE,0
ef73e6ed-9096-4ddb-9799-b94874d0ce33,Keyshia Cole,Keyshia Cole,United States,United States,hip hop rnb and dance hall; r&b,rnb; soul; female vocalists; keyshia cole; Hip-Hop; r&b; r and b; pop; female vocalist; hip hop; american; black music; Love; urban; Neo-Soul; contemporary rnb; singer-songwriter; female; rhythm and blues; 00s; hip hop soul; r'n'b; rap; California; slow jams; hip-hop soul; sexy; favorites; contemporary r&b; I remember; jazz; USA; Real RnB; keyshia; seen live; dance; hiphop; Neo Soul; ladies; Oakland; Heaven Sent,684398,5974777,FALSE,0
1fa14a96-c25c-4bb7-b94d-ff453519eab3,Ashley Tisdale,Ashley Tisdale,United States,United States,rock; pop rock,pop; female vocalists; dance; Disney; ashley tisdale; pop rock; american; rock; electronic; rnb; guilty pleasure; teen pop; High School Musical; sexy; female vocalist; electropop; female; Guilty Pleasures; actress; Awesome; Love; alternative; 00s; teenpop; female vocals; Soundtrack; dance-pop; diva; Female Voices; ashley; chillout; USA; beautiful; musical; hot; shit; Pop-Rock; all things annoying in the world put together into one stupid bitch; HSM; world; dance pop; Brutal Death Metal; <3; chill; energy; 3; World Music; sunflower; disney channel; headstrong; Skitz0rz; uitluisteren artist; holloween skitz0rz; my dance room; power pop; amazing; female artists; Crap; english; whore; Pop/Rock; sieg heil; fav888; indie; catchy; nsbm; bitch; Miley Cyrus; scat goregrind; camryn; scat porngrind,683128,11343060,FALSE,0
4f29ecd7-21a5-4c03-b9ba-d0cfe9488f8c,Wyclef Jean,Wyclef Jean,United States,,hip-hop; hip hop; classic pop and rock; hip hop rnb and dance hall; r&b,Hip-Hop; reggae; rap; hip hop; rnb,679286,6587917,FALSE,0
0182474b-8a1d-46d0-9d0f-e6df353335ea,Perry Como,Perry Como,United States,United States,rock; pop; jazz; american; easy listening; country; swing; adult contemporary; rock and roll; big band; latin; classic pop and rock,jazz; oldies; 50s; easy listening; male vocalists; swing; crooner; perry como; pop; smooth; 60s; crooners; american; christmas; vocal; vocal jazz; jazz vocal; lounge; Retro; USA; male vocalist; happy; 40s; Big Band; 50's; latin; COMO; Soundtrack; evergreen; All; 70s; Traditional Pop; romantic; blues; relaxing; mambo; grammy winner; entertainer,675979,4527255,FALSE,0
6ca4886a-8f77-4133-b404-46fb3908e24a,Brenda Lee,Brenda Lee,United States,Georgia; United States,rock; pop; american; country; classic pop and rock,oldies; 60s; female vocalists; country; rockabilly; pop; christmas; Brenda Lee; 50s; Rock and Roll; american; jazz; female; female vocalist; rock n roll; classic rock; rock; soul; Rock 'n' Roll; georgia; vocal; USA; rockabilly women; swing; Imelda May; Nina and the Hot Spots; classic; Country-Pop; blues; classic country; atlanta; All; golden oldies; Female rockabilly; vocal jazz; Retro; the ladies that should sit on my sofa or somewhere else in my flat because they are darlings and oh so lovely; rhythm and blues; female vocal; Female Voices; jump blues; brenda; nashville sound; Devil Doll; feminine cavern of love; seen live; 70s; 80s; sexy; easy listening; female vocals; 50's; 60's; The Beatles; Girl Groups; lee; connie francis; new swing; 60s girls; easy listning; pra; pure sex; am pop; my ladies; Just cant get enough; free range caucasians; kittycow; femalie vocalists; rockabilly female vocalists; smell of female,675770,3829706,FALSE,0
410e7fd3-b865-4fa0-bb18-1b7fd53382ca,Solange,Solange,United States,United States,soul,rnb; soul; female vocalists; pop; Hip-Hop; seen live; solange; Neo-Soul; r&b; Neo Soul; american; alternative rnb; dance; singer-songwriter; funk; electronic; alternative; trance; 00s; hip hop; female vocalist; underrated; contemporary rnb; pbrnb; indie; indie pop; urban; funky; synthpop; texas; beyonce; All; Disco; USA; rhythm and blues; 10s; Houston; electronica; female; r'n'b; Shakira; art pop; someone in my family is famous; knowles,673780,14237396,FALSE,0
b02ec63e-e78d-43e5-a594-462e95036e8d,Yo Gotti,Yo Gotti,United States,,hip hop,rap; Dirty South; Hip-Hop; southern rap; hip hop,668133,3963936,FALSE,0
bea235a0-db63-44b1-881e-264d25791f5a,Juelz Santana,Juelz Santana,United States,United States,hip hop,rap; Hip-Hop; Dipset; hip hop; East Coast; east coast rap; new york; juelz santana; hiphop; NYC; harlem; Diplomats; Gangsta Rap; roc-a-fella; rnb; Jim Jones; american; D-Block; camron; juelz; seen live; indie; urban; gay; male vocalists; New York Rap; santana; The Diplomats; wack; cam'ron; this shit is killing hip hop; yung dynasty,665138,4104008,FALSE,0
6bd7faa9-601f-44db-a2a6-239209f83156,Dierks Bentley,Dierks Bentley,United States,United States,country; contemporary country,country; modern country; dierks bentley; male vocalists; seen live; favorites; male country; contemporary country; bluegrass; pop country; country pop; new country; Nashville; male; singer-songwriter; Love; sexy; american; arizona; cowboy country; My Country; rock; Favorite; dierks; USA; Traditional Country; makes me melt; favourite  country,662961,7091877,FALSE,0
a56bd8f9-8ef8-4d63-89a4-794ed1360dd2,Diplo,Diplo,United States,United States,electronic; hip-hop; hip hop; electronica,electronic; Hip-Hop; seen live; trip-hop; ninja tune; electronica; hip hop; baile funk; dance; turntablism; downtempo; electro; dj; american; Grime; instrumental hip-hop; trap; underground hip-hop; mashup; dubstep; beats; diplo; rap; funk; dancehall; experimental; trip hop; breakbeat; alternative; moombahton; chillout; remix; dub; producer; Funk Carioca; baltimore club; idm; indie; House; instrumental hip hop; hiphop; electro funk; underground hip hop; Philly; mad decent; ambient; breaks; mash-up; big dada; pop; psychedelic; club; EDM; mississippi; experimental hip-hop; jazz; chill; Philadelphia; USA; electro house; party; new; 00s; underground; lowlands 2008; djs; bmore; coachella 2008,661129,7984936,FALSE,0
5719f1bd-ee0e-4454-b402-8e51ba9613fe,Young Buck,Young Buck,United States,,hip hop,rap; Hip-Hop; Dirty South; hip hop; G-Unit,651333,4229646,FALSE,0
fe37acd4-893c-4b2c-8ad2-7fd394280354,Jessica Simpson,Jessica Simpson,United States,United States,pop; pop and chart,pop; female vocalists; dance; Jessica Simpson; female; country; Officially Shit; rnb; american; teen pop; female vocalist; Crap; rock; sexy; 90s; 00s; shit; the worst thing ever to happen to music; seen live; electropop; all things annoying in the world put together into one stupid bitch; guilty pleasure; Brutal Death Metal; boobs; beautiful; texas; bitch; alternative; USA; whore; breasts; electronic; diva; hot; Jessica; singer-songwriter; pop rock; soul; sweet; dance-pop; screamo; Hip-Hop; emo; Love; country pop; Ballad; stupid; All; Pathetic; talentless; busty; FLOP; waste of great boobs,650076,5467922,FALSE,0
aab35942-f176-4f77-bbf9-1d6aa98ccf3f,Luke Bryan,Luke Bryan,United States,United States,country,country; new country; modern country; male vocalists; country rock; Luke Bryan; seen live; country pop; american; contemporary country; All; male country; pop; rock; classic; 70s; 80s; seattle; USA; RIP; cute; oldie; 90s; edgy; Dope; fetish; oldies; MILO; dva; queer; queercore; corny; Crap; shit; whitey; kid rock; cheesy; staind; Disturbed; misogyny; Linkin Park; scat; Brutal Death Metal; creepy; old; white; faces; racism; Pulp; dirt; the end; Andrew; trump; Auburn; Elastica; nsfw; rest in peace; Jarvis Cocker; Alice in Chains; swagger; kinky; farts; goat; Creed; Kurt Cobain; nazi; racist; old man; Swagga; sexist; neo-nazi; poop; swag; my nigga; 4chan; lolicon; loli; limp bizkit; n-word; pedo; Ef; RBF; paedophile; Fist; fox news; Hillary; hillary clinton; fart; Scott Stapp; My Country; misogynistic; Donald Trump; fred durst; nigga; REAL NIGGA; womyn; feces; Flatulence; sjw; genderqueer,650045,9629162,FALSE,0
7291957b-c463-4275-a41c-a104c9e2337f,Alan Jackson,Alan Jackson,United States,Georgia; United States,bluegrass; country; contemporary country; christmas music; country gospel,country; Alan Jackson; singer-songwriter; 90s; My Country; modern country; male vocalists; male vocalist; seen live; american; classic country; acoustic; georgia; male country; Traditional Country; favorites; bluegrass; USA; contemporary country; male; musicians with cowboy hats; Best Country artist,649601,8252180,FALSE,0
406552d4-5ba1-4226-b7c0-367bc50fc767,Faith Hill,Faith Hill,United States,United States,pop; country; adult contemporary; country pop; contemporary country; christmas music,country; female vocalists; pop; Faith Hill; rock; modern country; american; female; 90s; country pop; female vocalist; contemporary country; singer-songwriter; seen live; pop rock; USA; 00s; classic rock; Female Voices; folk; romantic; Female country; mississippi; Love; female vocal; easy listening; adult contemporary; beautiful; pop country; female artists,648100,5737933,FALSE,0
e42680f7-e439-4666-9c2c-536c2b3c6db3,Rob Thomas,Rob Thomas,United States,United States,rock; pop; alternative rock; power pop; pop rock,pop; rock; alternative; singer-songwriter; alternative rock; pop rock; male vocalists; Pop-Rock; rob thomas; seen live; american; indie; soft rock; matchbox twenty; acoustic; male; dance; 90s; soul; male vocalist; 00s; punk; emo; classic rock; Hip-Hop; indie rock; favorites; Favourites; electronic; folk; female vocalists; USA; Favorite Artists; Adult Alternative; my music; trance; sexy; solo; adult contemporary; latin; Rock Pop; male artists,647887,6980921,FALSE,0
4995a475-1580-4217-a11b-448711e41910,J. Holiday,J. Holiday,United States,United States,hip hop rnb and dance hall,rnb; soul; male vocalists; Hip-Hop; j holiday; hip hop; r&b; smooth; urban; slow jams; american; r and b; r n b; pop; bed; r'n'b; holiday; good voice; J-Holiday; chill; Love; male vocalist; soul jams; j; R&B/Soul; male rnb; seen live; USA; male vocal; I love this song; chillax; one of my favorites; urban soul; suffocate; my boi; singer-songwriter; hiphop; new; I like; 00s; Favorite; Neo-Soul; love song; washington dc; i like him; panties off; urbanbeat,647220,4016257,FALSE,0
dff0d392-4cd5-4052-9fbb-f485df3891e5,2 Chainz,2 Chainz,United States,Georgia; United States,hip hop; lol; sort me out,Hip-Hop; rap; trap; Dirty South; southern rap; hip hop; seen live; american; georgia; Gangsta Rap; 2 chainz; atlanta; trap rap; Southern Hip Hop; USA; pop rap; east coast rap; college park; west coast; future; underground; All; trap music; TRAPPED OUT; weezy f aka yancy tate; 2 chainzs; underground hip-hop; bass; hiphop; Crunk; East Coast; male vocalists; 00's; North Carolina; 2010s; jay-z; authors; Real hip-hop; real; banging; georgian; Louisiana Rap; real as fuck; spotify; swag; chopped and screwed; pop-rap; gutter; wack; pole; Trill; tumblr; southern hip-hop; trap shit; Artists I have seen Live; 7 stars; bands i've seen live; defjam; inappropriate; yea; newschool; strippers; drugz; big sean; fast and furious; tity boi; who the fuck gave this bitch a microphone; meme rap; scoland; Show Me; 2CHAINZ; zashkvar; tryhard; tupac without a nosering; strip music; best ad libs; livewire; meek mill; genre: hip-hop; tumblr rap; she got a big booty so i call her big booty; DJToneEBe; yancy tate; chainz; jada fire; Live Wire Records; FSKF; 5STAR HUSTLA; kak zemlya; Starr Taylor; LJPIX; big booty hoe; Harmless247; my nigga put that shit on youtube; still fuck em like i used to; pedalskie techniawki dla pedalow; cigle te same techno bity; prawdziwy przekaz o guwnie; CaliMakk,644267,9615375,FALSE,0
31bcadcc-e1da-4cad-bec8-2f4f1d41b095,Meek Mill,Meek Mill,United States,United States,hip hop; meek mill,Hip-Hop; rap; meek mill; Philly; hip hop; trap; underground hip-hop; Gangsta Rap; east coast rap; american; trap rap; rick ross; east coast hip-hop; MEEK MILLS; Philadelphia; spotify; Maybach Music Group; seen live; East Coast; male vocalists; pop rap; All; Lil Wayne; DJ Drama; New school rap; MMG; singer-songwriter; USA; underground rap; North Carolina; Library; 10s; chillin; hardcore hip-hop; gangsta; jay-z; us; south; Pennsylvania; trap music; the best; east coast hip hop; Conscious Hip Hop; hardcore hip hop; h; plus; A milli; 6 stars; meek; US hip-hop; inappropriate; phillidelphia; US rap; Luke Bryan; big sean; Philadelphia PA; flamer; tax; 2019; scoland; Us Hip Hop; pennsylvanian; tyga; Maybach Music; shottas; dreams and nightmares; maybach; yung dynasty; artists to check; meek millz; MEEK MILLY; flamers; plus tax; chic raw; in my bag; madd truck; WaleAK; 5STAR HUSTLA; Dreamchares; pedalskie techniawki dla pedalow; cigle te same techno bity; prawdziwy przekaz o guwnie; ushh,643402,9495504,FALSE,0
c5a0a216-c33c-42dc-92b8-4b60236f8dad,Andrea Bocelli,Andrea Bocelli,Italy,Italy; Spain,classical; italian; classical crossover; european; tenor; italian tenor,Classical; opera; italian; andrea bocelli; male vocalists; tenor; pop; vocal; classic; classical crossover; Italy; bocelli; easy listening; pop opera; seen live; contemporary classical; italiana; popera; Italian Opera; classical pop; italian pop; spanish; romantic; male vocalist; italiano; christmas; 90s; pop classical,638501,9062077,FALSE,0
4eca1aa0-c79f-481b-af8a-4a2d6c41aa5c,Miranda Lambert,Miranda Lambert,United States,United States,american; rockabilly; country; country pop; contemporary country,country; female vocalists; singer-songwriter; Miranda Lambert; american; modern country; folk; contemporary country; seen live; pop; country rock; Female country; texas; female; pop country; 00s; female vocalist; rock; USA; Country-Pop; country pop; country music; Nashville Star; favorites; bluegrass; new country; girl power; miranda; Country and Bluegrass,636558,8153321,FALSE,0
2c311e1d-5da3-4ffb-a46e-572981b5849f,Chingy,Chingy,United States,United States,southern hip hop; pop rap; hip hop rnb and dance hall; contemporary r&b,rap; Hip-Hop; Dirty South; hip hop; rnb; chingy; southern rap; Gangsta Rap; american; hiphop; seen live; st. louis; Missouri; pop; soul; rock; Crunk; 00s; Ludacris; Officially Shit; st louis; trance; Guilty Pleasures; party rap; jukejukejuke; Soundtrack; female; male; punk; alternative; dance; smooth; punk rock; r and b; Favorite Artists; male vocalists; 2000s; def jam; DTP; fucking retarded; pop-rap; Hood; lil kim; bow wow; hippidy hoppidy and rappidy music; one tag to rule em all; Crunk Beatz; coolie; one call away; RnBHiphopRap; Jenifer Lopez; Rap and RnB; fun hip-hop,632945,3544443,FALSE,0
a39acc4a-985e-4173-a9ed-f325f2d3bc1c,Steve Aoki,Steve Aoki,United States,United States,electronic; house,electronic; electro; seen live; dance; tech house; steve aoki; House; electronica; techno; beats; electro house; american; indie; dj; new rave; dance party; Disco; dubstep; the same quality as world worst tampons; Electroclash; funky; Progressive House; ben is fucking ben; ben fuck rent; fuck you ben; electropop; rock; funk; club; groovy; jecks; EDM; coachella; All; dim mak; AZN STYLE; fuck ben; ben fuck your ben; ben i will ben you fuck; ben you are ben; ben you are fucked; ben you are fucking fucked; you ben fuck; you fuck ben; ben fuck ben fuck; ben fuck you; ben fuck you fucking; ben fucker; ben i will bend you; ben i will fuck you; ben renting ben fucker; ben you are bent; bend you ben; bent fucker; fuck bent; fuck your ben; fucker ben; fucking ben; fucking ben god damn it; fucking fuck ben; you are fucked ben; you ben fuck you ben; you you you ben fuck you; Mainly FL Studio synths and effects; jazz; soul; sexy; USA; acoustic; acid jazz; Awesome; party; 00s; nu rave; hipster trash; FREAK OUT; Spreading a wrong image of asian style; shit shit shit shit,630782,19541100,FALSE,0
8b0f05ce-354e-4121-9e0b-8b4732ea844f,Juanes,Juanes,Colombia,Colombia; Spain,rock; pop; pop rock; latin pop; latin rock; latin; rock en español; colombian; español; colombia; cumbia; latin alternative; la luz; paisa,latin; spanish; pop; rock; latino; Juanes; Colombia; colombian; latin pop; singer-songwriter; Espanol; Rock en Espanol; male vocalists; Latin Rock; seen live; pop rock; sexy; Shakira; alternative; español; 00s; Rock Latino; damn sexy man; dance; rock en español; la camisa negra; spanish pop; pop en espanol; colombiano; columbian; Spanish Rock; salsa; Officially Shit; Pop Latino; nice nipples; colombian pop; alternative rock; world; guitar; hot,629499,8601929,FALSE,0
1f83258f-ee16-4f3b-8570-e9ef3ad6973e,Yung Joc,Yung Joc,United States,,hip hop; southern hip hop; trap rap; snap,rap; Hip-Hop; Dirty South; hip hop; Crunk,629003,2843698,FALSE,0
